"","gene_id","gene_short_name","cluster","marker_score","mean_expression","fraction_expressing","specificity","pseudo_R2","marker_test_p_value","marker_test_q_value"
"337","ENSG00000185215","TNFAIP2","21",0.251953915203135,3.24583012981613,0.626984126984127,0.401850548298671,0.321846584243229,1.55482179369887e-55,1.34984341734837e-49
"338","ENSG00000142347","MYO1F","21",0.162710745515584,2.58385288099737,0.587301587301587,0.277048026148156,0.182891513631709,2.80508301437074e-32,2.43527770025419e-26
"339","ENSG00000025708","TYMP","21",0.176133269746375,4.24968781491473,0.69047619047619,0.255089563080957,0.205582700139542,4.44840512596892e-36,3.86195408459193e-30
"340","ENSG00000198888","MT-ND1","21",0.145551444769723,51.0956920785224,0.992063492063492,0.146715856327881,0.343347065051215,3.92546200552475e-59,3.4079526474884e-53
"341","ENSG00000198763","MT-ND2","21",0.141327333093386,26.2894151737036,0.992063492063492,0.142457951758133,0.28263415910082,5.66184045767677e-49,4.91541738277941e-43
"342","ENSG00000198804","MT-CO1","21",0.177335068697353,249.17107001995,1,0.177335068697353,0.506330473528604,2.02309648950125e-86,1.75638358690434e-80
"343","ENSG00000198712","MT-CO2","21",0.163584304491278,209.953146550953,1,0.163584304491278,0.441055731004995,1.73316075045475e-75,1.5046712360793e-69
"344","ENSG00000198899","MT-ATP6","21",0.139747556133999,54.2871541476458,0.992063492063492,0.140865536583071,0.304889364565397,1.06928550865588e-52,9.28317322907739e-47
"345","ENSG00000198938","MT-CO3","21",0.13862779948086,126.239815512222,1,0.13862779948086,0.359472786233884,7.85785140257283e-62,6.82191942076604e-56
"346","ENSG00000198840","MT-ND3","21",0.136831028262999,65.2141574194579,1,0.136831028262999,0.30354081009044,1.7978006605492e-52,1.56078940826636e-46
"347","ENSG00000212907","MT-ND4L","21",0.128195979309725,73.4921233225213,1,0.128195979309725,0.282762490667761,5.38870416634904e-49,4.67828974128258e-43
"348","ENSG00000198886","MT-ND4","21",0.161240897832684,28.2674304129716,1,0.161240897832684,0.365050652106784,9.15841732038599e-63,7.95102653137023e-57
"349","ENSG00000198786","MT-ND5","21",0.133730679665645,33.0065527371827,1,0.133730679665645,0.296769426599473,2.44211187288623e-51,2.12015849623615e-45
