gene_id,gene_short_name,timepoint,marker_score,mean_expression,fraction_expressing,specificity,pseudo_R2,marker_test_p_value,marker_test_q_value
ENSG00000147604,RPL7,2,0.3328694006678292,4.072151469263337,0.9587254063301968,0.34719993698924145,0.006030617224368521,7.274946416693504e-6,0.7319614587692003
ENSG00000156482,RPL30,2,0.33148271345131874,16.38614343703213,0.9989307100085543,0.3318375440159209,0.001974593073720922,0.01029331625097591,1
ENSG00000177600,RPLP2,2,0.3426492249452982,11.554240524209712,0.9989307100085543,0.34301600853012515,0.01144029677165941,6.382998801724842e-10,6.422190414367432e-5
ENSG00000110700,RPS13,2,0.334061989757267,16.673324756310066,0.9993584260051326,0.3342764528365034,0.0052186768551349925,3.0148231258795618e-5,1
ENSG00000149806,FAU,2,0.32854263680247847,12.76063922054667,0.9993584260051326,0.32875355653507154,0.0011280396902904138,0.052478644058563007,1
ENSG00000245532,NEAT1,2,0.33119925348693596,7.827405760174013,0.9839606501283148,0.3365980676602722,0.005424019602112756,2.1025953933159962e-5,1
ENSG00000138326,RPS24,2,0.3372331205082639,16.973939433423833,0.9993584260051326,0.33744961940865437,0.00950662873791965,1.7679588681335698e-8,0.0017788141355839099
ENSG00000229117,RPL41,2,0.36045297318276937,7.436867682606082,0.987382378100941,0.3650591515275351,0.011954810384462541,2.6430688128463713e-10,2.659297255357248e-5
ENSG00000089009,RPL6,2,0.3325031808714754,9.559221680453833,0.9931565440547476,0.3347943311272651,0.001034738974259401,0.06327610754975889,1
ENSG00000122026,RPL21,2,0.34374575892889553,4.519876680328894,0.9619332763045337,0.3573488592155437,0.00821481102353983,1.640563296046675e-7,0.016506363546844014
ENSG00000213741,RPS29,2,0.34778570914038587,3.6964921523172234,0.8986313088109495,0.3870171289720239,0.008031148657386845,2.2535808322226987e-7,0.02267417818532546
ENSG00000170345,FOS,2,0.3600490326710325,16.811529088586777,0.9893071000855432,0.3639406132230324,0.020626542929804596,9.963213669317699e-17,1.002438780124731e-11
ENSG00000137818,RPLP1,2,0.33726340362562746,34.90608594034919,1,0.33726340362562746,0.008984442031658973,4.3463489087789324e-8,0.004373035491078835
ENSG00000140988,RPS2,2,0.34082564247292446,10.162418527448562,0.9923011120615911,0.3434699793541799,0.007785554965208844,3.446606674485817e-7,0.0346776883946716
ENSG00000134419,RPS15A,2,0.3288911528098274,13.566062244615077,0.9974337040205303,0.32973735646199676,0.0012911930557268452,0.03801287076670267,1
ENSG00000167526,RPL13,2,0.3395056072345945,21.55160835424103,0.9993584260051326,0.3397235650393674,0.010734244262923978,2.1431318741918193e-9,2.1562907038993572e-4
ENSG00000161970,RPL26,2,0.33684061963931605,14.299746017635616,0.9987168520102652,0.33727339131337086,0.00655173578051391,2.9329239247894176e-6,0.29509320776876247
ENSG00000108298,RPL19,2,0.3294188385590314,16.987439831513903,0.9997861420017109,0.3294893024817178,0.002097638563947557,0.008179273193655474,1
ENSG00000124172,ATP5F1E,2,0.3417341897923513,7.765739800459861,0.9959366980325064,0.34312842419347966,0.007287522807311901,8.168153337814959e-7,0.08218305799309143
