id,module,supermodule,dim_1,dim_2,gene_short_name
ENSG00000230368,8,1,-4.671882580716548,2.6075789083692316,FAM41C
ENSG00000158292,8,1,-4.470819424588618,1.15497175352304,GPR153
ENSG00000142627,8,1,-4.748712490994868,1.42976625756948,EPHA2
ENSG00000117245,8,1,-4.54041237731689,1.356918287739444,KIF17
ENSG00000160062,8,1,-4.699266861874995,2.596066271230865,ZBTB8A
ENSG00000142920,8,1,-4.371461819608149,1.8286605824681998,AZIN2
ENSG00000186409,8,1,-4.378555249173579,1.1380703796598197,CCDC30
ENSG00000281912,8,1,-4.534334134061274,1.27375022628932,LINC01144
ENSG00000085831,8,1,-4.945862244565425,1.5329420913907768,TTC39A
ENSG00000230138,8,1,-4.7741298188757275,1.3903865416499854,AC119428.2
ENSG00000162437,8,1,-4.992715310056147,1.5598643471452476,RAVER2
ENSG00000132698,8,1,-4.57938713927978,1.1726018984767677,RAB25
ENSG00000254726,8,1,-4.684500645596919,2.604154979154754,MEX3A
ENSG00000197965,8,1,-4.6282767762731885,1.5689422239515067,MPZL1
ENSG00000133055,8,1,-4.983401726682124,1.5491186876746894,MYBPH
ENSG00000158715,8,1,-4.673087548215327,2.614930902883697,SLC45A3
ENSG00000123836,8,1,-4.679849575955806,1.334095285550046,PFKFB2
ENSG00000143494,8,1,-4.751407574613032,1.591011916563201,VASH2
ENSG00000135750,8,1,-4.416503857572017,1.8185762514325858,KCNK1
ENSG00000183780,8,1,-4.466920327145991,1.7908256997319938,SLC35F3
ENSG00000284600,8,1,-4.9303774346899365,1.599425082370925,AC093390.2
ENSG00000285354,8,1,-4.701674889523921,2.589824234411407,AC010745.5
ENSG00000150938,8,1,-4.654303025205073,1.2777409397962571,CRIM1
ENSG00000227028,8,1,-4.842222165067134,1.4150559429976226,SLC8A1-AS1
ENSG00000119865,8,1,-4.683268498380122,2.5910355200025323,CNRIP1
ENSG00000226806,8,1,-4.96808571716064,1.5376766671392204,AC011893.1
ENSG00000115290,8,1,-4.424017380673823,1.193362032339263,GRB14
ENSG00000124006,8,1,-4.887461613614497,1.4828877051326514,OBSL1
ENSG00000135916,8,1,-4.865195702512202,1.5135578562471153,ITM2C
ENSG00000135931,8,1,-4.679242562253413,2.5524193395826105,ARMC9
ENSG00000237940,8,1,-5.004859398801265,1.53649652497499,LINC01238
ENSG00000144550,8,1,-4.567752789456782,1.2228058849426986,CPNE9
ENSG00000093217,8,1,-4.947491120297847,1.5259890903684379,XYLB
ENSG00000164045,8,1,-4.506651352841792,1.1950096537324668,CDC25A
