id,module,supermodule,dim_1,dim_2,gene_short_name
ENSG00000184163,5,1,0.7023373807478569,3.8988297332975153,C1QTNF12
ENSG00000272455,5,1,0.9800835887599609,4.855252539083648,AL391244.3
ENSG00000187730,5,1,1.1694314668584487,4.961321150228668,GABRD
ENSG00000171621,5,1,1.5278733859468123,4.3243346561643365,SPSB1
ENSG00000242349,5,1,1.0666192064691207,4.8068056453916315,NPPA-AS1
ENSG00000233954,5,1,0.8528473677743099,4.41352203981607,UQCRHL
ENSG00000226029,5,1,0.5465253780294083,3.9785092224332574,LINC01772
ENSG00000236936,5,1,0.795074984680476,4.111023222372222,AL031005.1
ENSG00000001460,5,1,1.6124547610688826,3.7806754459592584,STPG1
ENSG00000187010,5,1,1.3311594615388533,4.5030572761747125,RHD
ENSG00000175087,5,1,0.4426182697225235,4.298666750356841,PDIK1L
ENSG00000121766,5,1,1.614991892378392,3.9076292862149957,ZCCHC17
ENSG00000134668,5,1,1.0572219977784774,4.657220875188995,SPOCD1
ENSG00000187513,5,1,1.01357652644402,4.2159993995877985,GJA4
ENSG00000233621,5,1,0.696890387933316,5.103398596212554,LINC01137
ENSG00000066185,5,1,1.1705630610395095,4.069423710272003,ZMYND12
ENSG00000117400,5,1,0.9879646490026138,4.6927590717527154,MPL
ENSG00000236200,5,1,1.5362682829309127,4.020094906255889,KDM4A-AS1
ENSG00000126091,5,1,1.0735017846036574,3.904704605505157,ST3GAL3
ENSG00000142961,5,1,0.9471277485299728,4.126299415990997,MOB3C
ENSG00000224805,5,1,1.6459428558755538,4.299068962499786,LINC00853
ENSG00000162366,5,1,1.8713855038095137,4.750906263754058,PDZK1IP1
ENSG00000162367,5,1,1.6172057280946395,4.616483723089385,TAL1
ENSG00000123091,5,1,2.0074159393716475,4.645331655904937,RNF11
ENSG00000234810,5,1,1.3517303953576705,4.298818861410308,AL603840.1
ENSG00000162407,5,1,0.40533270339256744,4.329376255438018,PLPP3
ENSG00000116678,5,1,1.4292700777459761,4.127259766027618,LEPR
ENSG00000050628,5,1,1.6329626331735274,4.0215297092649225,PTGER3
ENSG00000235927,5,1,0.5135152826715134,4.275434528753448,NEXN-AS1
ENSG00000162614,5,1,1.4280903230119368,4.675478254720855,NEXN
ENSG00000122432,5,1,1.5664430747438094,3.8804865230771783,SPATA1
ENSG00000117155,5,1,1.5657470713067672,4.2056000580045465,SSX2IP
ENSG00000285210,5,1,0.7214651445556305,4.756894623205352,AL136382.1
ENSG00000197147,5,1,0.21955733398682098,3.8316867698880914,LRRC8B
ENSG00000137942,5,1,1.4228395114350936,4.223846708700347,FNBP1L
ENSG00000023909,5,1,0.9926496932912491,4.177555357381988,GCLM
ENSG00000117525,5,1,0.7683475578833244,4.040674482748199,F3
ENSG00000224616,5,1,1.5565176496911666,4.406184231207061,RTCA-AS1
ENSG00000134222,5,1,0.6933674554038666,4.027435337469268,PSRC1
ENSG00000221986,5,1,1.508549500505986,4.170088564321685,MYBPHL
ENSG00000134201,5,1,0.8831022272515915,4.103509699270416,GSTM5
ENSG00000261055,5,1,1.5951619038987777,4.4624524463865045,AL450468.2
ENSG00000197852,5,1,1.436902452509465,4.646972929403472,INKA2
ENSG00000171385,5,1,0.9705346415448807,4.475518022939849,KCND3
ENSG00000231437,5,1,1.0605391750741622,4.145082985326934,LINC01750
ENSG00000118655,5,1,0.6430546979118011,4.733823572561431,DCLRE1B
ENSG00000175984,5,1,1.2494989822316787,4.628991877004791,DENND2C
ENSG00000173218,5,1,1.1267219374585768,4.390978132650543,VANGL1
ENSG00000237188,5,1,1.1538708100724837,3.900181328222442,AC242426.2
ENSG00000270882,5,1,0.7512509862590454,4.344810043737579,HIST2H4A
ENSG00000203812,5,1,1.5316339025903365,4.069481884405303,HIST2H2AA3
ENSG00000184678,5,1,1.2872266362119338,4.687521015569854,HIST2H2BE
ENSG00000143369,5,1,1.112385291855397,5.06456283228128,ECM1
ENSG00000231073,5,1,0.5966549704480789,4.73251823084085,AL590133.1
ENSG00000143409,5,1,1.5455499182153365,4.866893564626861,MINDY1
ENSG00000143363,5,1,1.3848655114579818,4.254128967687774,PRUNE1
ENSG00000182134,5,1,0.29078184465652923,3.9492550243589166,TDRKH
ENSG00000196407,5,1,1.0442813078570983,4.84616306917398,THEM5
ENSG00000143595,5,1,1.435674537222447,4.79885557787149,AQP10
ENSG00000143603,5,1,0.8531126680482052,4.711983715459991,KCNN3
ENSG00000160767,5,1,0.8657751830924175,4.202996050283599,FAM189B
ENSG00000187800,5,1,1.5998013506341597,4.785865103170562,PEAR1
ENSG00000213085,5,1,0.6860637928057335,3.895801102087188,CFAP45
ENSG00000185630,5,1,1.6167933235574385,4.568094049856353,PBX1
ENSG00000117475,5,1,0.3454888353753708,4.109607969686675,BLZF1
ENSG00000174175,5,1,1.6937470922876021,4.724625383779693,SELP
ENSG00000197959,5,1,1.4701176176477095,4.6414966930600885,DNM3
ENSG00000117586,5,1,1.6391596088815352,4.251472269460845,TNFSF4
ENSG00000120334,5,1,0.7931854224461935,4.667818104192901,CENPL
ENSG00000116199,5,1,1.0338182638097426,4.8388185848447565,FAM20B
ENSG00000261504,5,1,0.6960317904759071,4.769849096700836,LINC01686
ENSG00000150681,5,1,1.9110186586785933,4.816424642965484,RGS18
ENSG00000133069,5,1,1.203965474169316,4.249826466009307,TMCC2
ENSG00000174514,5,1,1.0662726650643966,4.2114196171018365,MFSD4A
ENSG00000182795,5,1,1.128704983990254,4.650020872518707,C1orf116
ENSG00000180667,5,1,0.038205255072178645,4.002684389516998,YOD1
