id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_short_name
ENSG00000117632,7.437284628793765,-1.9476429781354245,0.5015005450948771,-3.8836308298866493,1.0290811853610022e-4,0.020901998038511678,STMN1
ENSG00000117450,183.8764066952677,-1.090203572057052,0.27990604069141406,-3.8948911905011747,9.824282104989269e-5,0.020338153242347976,PRDX1
ENSG00000185483,1.840364225876572,-4.126865948319494,1.1630215748998338,-3.5484001650398644,3.8757889564020384e-4,0.04515954950919549,ROR1
ENSG00000155366,247.10530569043422,-1.291099012453629,0.3697324787009043,-3.491981599750304,4.794512744430877e-4,0.04976455288879249,RHOC
ENSG00000143384,471.2237790923774,0.6536219819768851,0.18472098592135033,3.538428396301335,4.0251643396456015e-4,0.04515954950919549,MCL1
ENSG00000122176,3.085917388115819,-5.666531995044275,1.0965379585255384,-5.167656943370923,2.3704689413539364e-7,3.189762269209391e-4,FMOD
ENSG00000163545,19.80789136557182,1.2947284398641876,0.34896936729410044,3.710149260101191,2.071370878578765e-4,0.03096987153875056,NUAK2
ENSG00000162894,26.159630973686536,-2.369027865378623,0.6031735816760265,-3.927605480989157,8.579579629818691e-5,0.019135954285356825,FCMR
ENSG00000115758,43.70720163489892,-0.954577864980793,0.2094905933631397,-4.556662185428479,5.19729111704722e-6,0.0025431290397733325,ODC1
ENSG00000213626,9.62982986513733,-2.2701196480728587,0.548437805095075,-4.139247198101742,3.484473343406785e-5,0.010419543206048343,LBH
ENSG00000197329,90.3019459945916,-1.1382377905704026,0.2956808701123116,-3.8495482989415373,1.183358486155346e-4,0.02260644373177823,PELI1
ENSG00000115956,379.3062180015315,-1.1424354190636063,0.2356916589087522,-4.847161008382987,1.2524078172317986e-6,0.0013017769180819095,PLEK
ENSG00000168878,2.186898079989584,-4.719449168548707,1.3223022112498726,-3.569115387085202,3.581886505621281e-4,0.0433247283517001,SFTPB
ENSG00000155657,8.022928595510416,-2.5449323778930544,0.6660424131340595,-3.820976453913628,1.329243438824336e-4,0.024253060371091487,TTN
ENSG00000115009,8.888632811281232,-5.476862432323734,1.3286934009109372,-4.121991144509981,3.756116432066792e-5,0.010640682471368162,CCL20
ENSG00000206573,39.644590803779366,-1.1147276011050404,0.31492056013136055,-3.5397104610764765,4.0056623697265145e-4,0.04515954950919549,THUMPD3-AS1
ENSG00000144802,402.0762878207413,-1.5147323688070393,0.3360797083257671,-4.5070628523004626,6.573116754868784e-6,0.002721523148698556,NFKBIZ
ENSG00000168421,18.075737301400896,-2.7487669966880537,0.5863400592526583,-4.688008184519402,2.7587698789854237e-6,0.0020817186742532507,RHOH
ENSG00000138670,41.452559665188836,-1.6106851634146193,0.365479945512004,-4.407041161063424,1.04792280035685e-5,0.004028888909229104,RASGEF1B
ENSG00000151725,8.132648592205976,-2.355181519550788,0.6392928539471172,-3.6840416798176983,2.2956467845611887e-4,0.03380627162176047,CENPU
ENSG00000145779,48.244536040052246,-0.9076163569894491,0.2507952516920204,-3.618953512341665,2.9579676383452766e-4,0.03836448388769507,TNFAIP8
ENSG00000137267,9.557418357035102,-1.532036451071731,0.3988124508016952,-3.8414960415403834,1.2228670858766244e-4,0.022696834792175623,TUBB2A
ENSG00000111863,7.258767634158694,-3.7771277827148935,0.7839858943369401,-4.817851711361998,1.4511215064545205e-6,0.0013017769180819095,ADTRP
ENSG00000078401,2.128307253333652,-3.1913795683744697,0.8933435572910533,-3.572398930207666,3.537260176914049e-4,0.043271142959636064,EDN1
ENSG00000112149,210.31881021574603,-2.0053342025907095,0.5129034934170691,-3.909769046864467,9.2384407000614e-5,0.01950035571297274,CD83
ENSG00000204681,42.16133168991221,0.9578088308288131,0.2743457964945955,3.4912466058056824,4.8077227128977414e-4,0.04976455288879249,GABBR1
ENSG00000232810,102.26449430193817,-3.3392778996786023,0.603845969202693,-5.530016047118313,3.202014950360657e-8,1.1489896980210826e-4,TNF
ENSG00000151914,16.801515789455802,1.6188579413968514,0.34848012400588546,4.645481420253141,3.392843100813105e-6,0.0020817186742532507,DST
ENSG00000198833,163.43678734397966,-0.8633332190787054,0.1913447048273426,-4.511926367953182,6.42414912931348e-6,0.002721523148698556,UBE2J1
ENSG00000272398,6.36404561766124,-3.8494951067302483,0.8421865631982317,-4.570834153553414,4.8578663279386455e-6,0.0025368139786809104,CD24
ENSG00000130340,48.91181509821406,-1.5814142042705275,0.3688357736381661,-4.287583573229859,1.806273080202924e-5,0.006272428938188541,SNX9
ENSG00000112096,419.68358101842585,-1.692179597563855,0.36315928165211225,-4.659607183563258,3.168133944917902e-6,0.0020817186742532507,SOD2
ENSG00000122566,465.152913054842,-0.48426429946801025,0.13657323505341598,-3.545821399622018,3.913913777471195e-4,0.04515954950919549,HNRNPA2B1
ENSG00000006576,40.647143618406375,-1.1244880797430323,0.3194681327860241,-3.51987558175701,4.317492766879548e-4,0.04647780963545834,PHTF2
ENSG00000082014,51.42237582373086,1.2886792939727116,0.3288202542145858,3.919099500275091,8.888041934675719e-5,0.019135954285356825,SMARCD3
ENSG00000185291,23.276044529969088,-1.8332532519513833,0.49203258403094025,-3.7258777395037392,1.9463673397202198e-4,0.030280396585682243,IL3RA
ENSG00000147119,24.478698323170292,-1.465291119848401,0.3906443235535133,-3.7509597132228003,1.7615900541096628e-4,0.029018957304044263,CHST7
ENSG00000102096,15.497653085525831,-1.470030328936648,0.39424198954546935,-3.7287512946844648,1.924309530416873e-4,0.030280396585682243,PIM2
