id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_short_name
ENSG00000117632,8.39032004212277,-1.5909253285347482,0.44299654663156174,-3.5912815588106914,3.2905591060760486e-4,0.049685687764065185,STMN1
ENSG00000183291,98.18068598029743,-0.6320116775141553,0.16175909006314249,-3.907116918545043,9.340396305603947e-5,0.02089827188227905,SELENOF
ENSG00000163399,120.06088281758232,-0.57774746700278,0.13936642649119482,-4.145528313731156,3.3903110208941146e-5,0.011148011093051002,ATP1A1
ENSG00000132185,10.03382344158714,-4.39857130522301,1.0615423738520973,-4.14356639317335,3.41946012546217e-5,0.011148011093051002,FCRLA
ENSG00000122176,3.522505947282369,-3.6464174797425706,0.9174836063127644,-3.9743679937748446,7.056638677129156e-5,0.017051661699414893,FMOD
ENSG00000162894,27.647328628969774,-2.8875448908501418,0.48246483550663405,-5.984985180977893,2.1640956374603446e-9,6.536650872948971e-6,FCMR
ENSG00000213626,10.981760634021018,-2.415018279041847,0.5016249214769072,-4.814390544894458,1.4764980327518415e-6,0.0012742178022648392,LBH
ENSG00000197329,99.5103201751002,-1.2645263571850291,0.3396373776122643,-3.7231660604464847,1.967400269467576e-4,0.035477806053294404,PELI1
ENSG00000168878,2.3499491199583025,-5.14984740867954,1.35737070377308,-3.7939874452605484,1.482471729230267e-4,0.0293626613648526,SFTPB
ENSG00000123610,12.257091302920738,-3.814364582499522,0.9781974966598067,-3.899380846428464,9.643898175162788e-5,0.021185014136784877,TNFAIP6
ENSG00000224137,9.057909445881581,-2.7395135480316446,0.6087846523403653,-4.4999714389974645,6.79625933147601e-6,0.0031812704323028016,LINC01857
ENSG00000115009,9.76907814676251,-6.7252655393612235,1.779655626744321,-3.778970177317022,1.574782809647046e-4,0.030200834771675573,CCL20
ENSG00000168374,68.07689348059839,-0.5753129516710767,0.1446619539416359,-3.9769471930621623,6.980565893363187e-5,0.017051661699414893,ARF4
ENSG00000168386,2.5409273777412134,-2.714576407522273,0.7431452365851908,-3.652820840238389,2.5937520731949556e-4,0.04352460076158535,FILIP1L
ENSG00000144802,464.70700569733157,-1.27827936043076,0.3206635474100282,-3.9863569487561406,6.709554924691197e-5,0.017051661699414893,NFKBIZ
ENSG00000121594,2.0078797426927837,-4.767525530090262,1.077369881330368,-4.425152041751141,9.63743819047231e-6,0.003881317607242882,CD80
ENSG00000168421,20.9608757297025,-2.8946648833125193,0.5556920515211645,-5.209116947756577,1.89741495782265e-7,2.292456752041326e-4,RHOH
ENSG00000081041,30.725703193876434,-2.9118375365349687,0.7642127246033699,-3.810244769277071,1.3882927253717757e-4,0.028722695920262317,CXCL2
ENSG00000138670,44.08945339369084,-1.8519717299589213,0.3309126998985931,-5.596556827605743,2.186506740623424e-8,3.3021718050265265e-5,RASGEF1B
ENSG00000078401,2.1788329857141653,-4.189837109357585,0.8783791698797513,-4.769964103237064,1.8425875166681603e-6,0.0014841428250923143,EDN1
ENSG00000112149,227.68922371733345,-2.1052196947791093,0.39605341420660795,-5.315494373395014,1.0636813679969185e-7,1.4279331431265297e-4,CD83
ENSG00000204681,47.8263428313305,0.8288027600630361,0.2084702998707742,3.9756395063315555,7.019038269774626e-5,0.017051661699414893,GABBR1
ENSG00000232810,115.63394451406296,-2.825750128932461,0.682908280611417,-4.137817931278456,3.5062441775859795e-5,0.011148011093051002,TNF
ENSG00000151914,17.30521372809191,1.3123833213966862,0.3609359709476346,3.636055774521542,2.768444149513518e-4,0.04520046245192206,DST
ENSG00000272398,7.842441110374783,-3.4714301450589518,0.8225826523437823,-4.2201596826383545,2.4412933427427328e-5,0.008938092777884151,CD24
ENSG00000120278,2.2360127651967185,-3.8752679992896635,1.0726119257010198,-3.6129264521806714,0.00030276060059550883,0.04750589060253166,PLEKHG1
